name,review_count,categories,rating,price,zip_code,street
Huitrerie Régis,83,seafood,4.5,3.0,75006, rue de Montfaucon
Le Fellini,26,italian,4.0,3.0,75001, rue Arbre Sec
Miznon,163,mideastern,4.5,2.0,75004, rue des Ecouffes
Le Moï,1,vietnamese,5.0,2.0,75001, rue de Richelieu
Les Ombres,222,french,3.5,4.0,75007, quai Branly
Café Sud Restaurant,35,french,4.0,3.0,75008, rue Castellane
Le Ju',6,brasseries,4.0,,75004, rue des Archives
Bagel Baget Café,32,bagels,4.5,2.0,75004, rue de la Verrerie
Anticafé,44,cafes,4.0,1.0,75003, rue Quincampoix
Clover,14,french,4.5,4.0,75007, rue Perronet
L'Agapé,37,french,4.0,4.0,75017, rue Jouffroy d'Abbans
Le Resto,14,french,4.5,2.0,75005, rue Tournefort
Caffe dei Fratelli,5,pizza,4.0,,75001, rue des Pyramides
Bar Italia Brasserie,53,italian,5.0,3.0,75009, rue Moncey
Chez Francis,160,brasseries,2.5,3.0,75008, place de l'Alma
Reed - Restaurant,49,french,5.0,3.0,75007,  rue Amelie
Antoine,18,restaurants,3.5,4.0,75016, avenue de New York
L'Encrier,63,french,4.0,2.0,75012, rue Traversière
Les Saisons,20,french,4.5,3.0,75009, rue Lamartine
Graine,9,mediterranean,4.5,2.0,75008, place Saint Augustin
Pink Mamma,149,steak,4.5,2.0,75009,  rue de Douai
Le122,8,french,4.0,3.0,75007, rue Grenelle
Crabe Royal,11,seafood,4.5,,75008, place de la Madeleine
Saigon d'Anton,4,vietnamese,5.0,,75006, rue Monsieur le Prince
Kwon,1,korean,5.0,,75014, rue Ernest Cresson
Olive & Thym,6,lebanese,4.5,,75004, rue Quincampoix
La Parisienne,11,salad,4.5,1.0,75001, rue des Halles
Kodawari Ramen,14,ramen,4.5,,75001, rue de Richelieu
Les Artistes,3,french,4.5,2.0,75011, rue de la Folie Méricourt
Obrigado,10,brasseries,4.0,2.0,75020, avenue de la Porte de Montreuil
Le Cornichon,22,french,4.5,3.0,75014, Rue Gassendi
Chez Alfred Lao Cuisine,5,laotian,5.0,,75011, rue Trousseau
Ma Kitchen,28,korean,4.5,2.0,75010, Rue d'Hauteville
Sylvestre,4,french,5.0,,75007, rue Saint-Dominique
Le Laurier,84,french,4.0,2.0,75014, rue Pernety
Brasileirinho,4,brazilian,5.0,2.0,75017, Rue Legendre
Eathaï,6,thai,4.5,,75001, rue du Cygne
Chez Julien,88,french,3.5,3.0,75004, rue Pont Louis-Philippe
The Moose,224,restaurants,4.0,2.0,75006, rue des Quatre Vents
La Traboule,3,french,4.5,,75008,- rue de Penthièvre
Élysées Istanbul,14,halal,4.5,,75008, rue de Berri
Café 'In,3,food,4.5,,75004, Avenue Victoria
Fosca,7,italian,4.0,,75012, boulevard Diderot
Les Petits Plats de Marc,7,french,4.5,2.0,75005, rue de l' Arbalete
Le Dauphin,1,creperies,4.0,,75001, place Dauphine
Paname Brewing Company,116,breweries,4.0,2.0,75019,  quai de la Loire
Arzeh,5,lebanese,5.0,1.0,75015, rue Cambronne
Café à la Fontaine,25,brasseries,4.0,1.0,75016, rue de Boulainvilliers
Mancora,6,peruvian,4.5,2.0,75003, rue Dupetit-Thouars
Le Relais Gascon,169,sud_ouest,4.0,2.0,75018, rue des Abesses
Le Hameau,13,french,4.5,,75017, avenue des Ternes
L'Archeste,2,french,5.0,,75116, rue de la Tour
Le Bien Décidé,5,french,4.0,3.0,75006, rue du Cherche Midi
Pita,3,mideastern,5.0,,75018, rue des Trois Frères
Le Bouche à Oreilles,28,french,4.0,2.0,75013, Place Paul Verlaine
Chameleon,40,french,4.5,3.0,75010, Rue René Boulanger
Costa d'Amalfi,7,italian,4.5,2.0,75007, rue de l'Université
La Nouvelle Gare,5,bistros,4.0,1.0,75013, Boulevard Vincent-Auriol
L'Ebauchoir,127,french,4.0,3.0,75012,- rue de Citeaux
Latinogourmand,13,latin,4.5,2.0,75010, rue la Fayette
Comptoir Gourmet,46,italian,4.5,2.0,75004, rue du Temple
L'Office,57,bistros,4.0,3.0,75009, rue Richer
Les Botanistes,30,french,4.5,3.0,75007,  rue Chomel
Le Pré d'Ici,2,french,5.0,2.0,75018,  rue Marcadet
La Petit Place,18,french,3.5,2.0,75003, rue Parc Royal
Sacré Frenchy !,4,tapas,5.0,,75003, boulevard de Sebastopol
Buena Onda,1,argentine,5.0,,75017, rue de Prony
David Toutain,70,modern_european,4.5,4.0,75007, rue Surcouf
Le Jardin d'Ampère,13,french,4.5,4.0,75017, Avenue de Villiers
Le George,22,mediterranean,4.5,4.0,75016, avenue George V
Petit Bao,8,chinese,4.5,,75002, rue Saint-Denis
Chez Raymonde,4,wine_bars,5.0,2.0,75011, bd Richard Lenoir
La Clef des Champs,2,brasseries,5.0,2.0,75001, rue des Petits Champs
Mamma Primi,25,italian,4.0,3.0,75017, rue des Dames
Les Fines Gueules,75,french,4.0,3.0,75001, rue Croix des Petits Champs
Pomze,96,french,4.5,3.0,75008, bd Haussmann
Le Nemours,54,brasseries,3.5,2.0,75001, place Colette
Culture Crêpes,30,creperies,4.5,1.0,75006, rue Saint-André-des-Arts
We Cantine,10,vietnamese,4.5,,75001, rue des Déchargeurs
Froufrou,1,french,5.0,,75009, place Édouard VII
Le Ciel,7,french,4.5,3.0,75011, rue Alexandre Dumas
Le Reinitas,9,brasseries,4.0,2.0,75018, rue du Poteau
Petit Saigon,21,vietnamese,4.5,2.0,75005, rue Carmes
Krügen,10,creperies,5.0,2.0,75011, rue de la Fontaine au Roi
Café Lai Tcha,6,panasian,4.5,,75001, rue du Jour
Candelaria,329,mexican,4.0,2.0,75003, rue de Saintonge
Au Petit Bistro,34,french,4.0,2.0,75005, rue Mouffetard
Café Latéral,87,french,3.5,2.0,75017, ave Mac-Mahon
Chez Françoise,118,french,4.0,3.0,75007,Aérogare des Invalides
Le Village Corse,5,corsican,4.0,,75012, Allée Vivaldi
Le Sergent Recruteur,6,french,5.0,,75004, rue Saintt Louis en l'Ile
La Fontaine de Belleville,14,cafes,4.0,2.0,75010, -  rue Juliette Dodu
Bleu Olive,11,cafes,4.5,1.0,75007, rue de Grenelle
L'Assaggio,7,italian,4.5,,75001,Hotel Castille
Aux Tables du Père Lachaise,20,bistros,4.0,2.0,75020, bd de Ménilmontant
Les 2 Gros,2,french,4.5,,75007, avenue Bosquet
Le P'tit Pré Chez Lan,2,vegan,5.0,,75002, rue de Cléry
Le Grand Brunch du Ritz Paris,1,breakfast_brunch,5.0,,75001, place Vendôme
Waly-Fay,83,african,4.0,3.0,75011, rue Godefroy Cavaignac
Le Grand Vefour,80,french,4.5,4.0,75001, rue de Beaujolais
Le Stella,65,french,4.0,3.0,75016, avenue Victor Hugo
Midi-Trente,3,french,5.0,,75014, rue Daguerre
Les Fondus de la Raclette,59,french,4.0,2.0,75011, avenue Parmentier
Le Sarrazin,1,restaurants,5.0,2.0,75005, Rue Gracieuse
Seb'on,23,french,4.5,3.0,75018, rue d'Orsel
Escale 40,3,french,4.5,,75005, boulevard de l'Hôpital
Au Bon Coin,66,wine_bars,4.5,2.0,75018, rue des Cloys
Le Chat Blanc,11,french,4.5,,75008, avenue Franklin Delano Roosevelt
Les Mauvais Garcons,57,lyonnais,4.0,3.0,75004, rue des Mauvais Garcons
Bien Élevé,12,bbq,4.5,2.0,75009, rue Richer
Lac Hong,217,vietnamese,4.0,2.0,75016, rue Lauriston
My Noodles,40,chinese,4.5,2.0,75006, boulevard du Montparnasse
Pancake Sisters,1,breakfast_brunch,5.0,,75011, rue Popincourt
Café Etienne Marcel,2,cafes,4.5,,75002, rue Etienne Marcel
Little Nonna,22,pizza,4.5,,75017, avenue Niel
Le Corner Café,43,french,4.0,2.0,75016, avenue Kléber
Cerealiste,2,breakfast_brunch,5.0,,75003,- rue des Coutures Saint-Gervais
La Table d'Aki,16,french,5.0,3.0,75007, Rue Vaneau
Le Crystal,13,halal,5.0,3.0,75017, rue des Acacias
Le Cépage Montmartrois,31,brasseries,4.0,2.0,75018, Rue Caulaincourt
Positano,55,pizza,4.0,3.0,75006, rue des Canettes
Invitez-Vous Chez Nous,9,french,4.5,2.0,75005, rue de l'Epée de Bois
A la Cloche des Halles,16,wine_bars,4.0,2.0,75001, rue Coquilliere
Nalas Aappakadai,6,indpak,4.0,2.0,75010, rue Louis Blanc
Bistrot Pyramide,4,bistros,4.0,2.0,75001, rue des Pyramides
Cafe Beaugrenelle,18,bars,3.5,2.0,75015, rue Saint-Charles
El Nopal Taqueria,40,mexican,4.5,2.0,75009, rue Duperré
Le Casse Noix,38,french,4.5,3.0,75015, rue de la Fédération
Le Rousseau,48,french,4.0,2.0,75006, rue Cherche Midi
Le Clos Bourguignon,139,brasseries,4.0,2.0,75009, rue de Caumartin
Le Petit Josselin,78,creperies,4.0,2.0,75014, rue du Montparnasse
La Fresque,79,french,4.0,2.0,75001, rue Rambuteau
Verjus,23,wine_bars,4.5,2.0,75001, rue Montpensier
Desvouges,10,french,4.5,3.0,75005, rue des Fosses Saint-Marcel
La Regalia,37,cafes,4.0,2.0,75015, rue de la Convention
Chez He,3,panasian,4.0,,75011, Cité de l'Ameublement
